,Artist,Song,lyrics
901,Train,Play That Song,"Play that song
The one that makes me go all night long
The one that makes me think of you
That's all you gotta do

Hey Mister DJ when you gonna spin it
My baby's favorite record
She been waiting for a minute
She invited all her friends
And I'm buying all the rounds
And they're all dolled up
DJ please don't let me down

When you gonna play that song, now
When you gonna earn that pay
When you gonna play that song
And make my day
She said

Play that song
The one that makes me go all night long
The one that makes me think of you
That's all you gotta do
Hey

Play that song
The one that makes me stay out till dawn
The one that makes me go ooh
That's all you gotta do

Hey Mister Guitar
When you gonna strum it
My girl just heard this song
And you should play it 'cause she loves it
Can you get me off the hook
Get them fingers picking now
I'll throw some money in your cup
Mister please don't let me down

When you gonna play that song, now
Why you gotta hesitate
When you gonna play that song
And make my day
She said

Play that song
The one that makes me go all night long
The one that makes me think of you
That's all you gotta do
Hey

Play that song
The one that makes me stay out till dawn
The one that makes me go ooh
That's all you gotta do

Oh, wait till you see my baby
Moo-ooh-oove, moo-ooh-oove
Moo-ooh-oove
Oh, wait till you see my baby
Moo-ooh-oove, moo-ooh-oove
Moo-ooh-oove
Oh, come on now

Play that song
The one that makes her go all night long
The one that makes her think of me
That's all you gotta do
Hey

Play that song
The one that makes her stay out till dawn
The one that makes her go ooh
That's all you gotta do
That's all you gotta do
That's all you gotta do
That's all you gotta do"
902,DJ Khaled;Justin Bieber;Quavo;Chance The Rapper;Lil Wayne,I'm the One,"DJ Khaled
We the best music! Another one!
DJ Khaled!

Justin Bieber (DJ Khaled)
Yeah, you're lookin' at the truth
The money never lie, no
I'm the one, yeah, I'm the one
Early mornin' in the dawn
Know you wanna ride now (let's ride, let's ride)
I'm the one, yeah, I'm the one, yeah

And you sick of all those other imitators
Don't let the only real one intimidate cha
See you watchin', don't run outta time now
I'm the one, yeah

Oh-eh-oh-oh-oh, eh-oh
I'm the one
Oh-eh-oh-oh-oh, eh-oh
I'm the only one
Oh-eh-oh-oh-oh, eh-oh
I'm the one
Oh-eh-oh-oh-oh, eh-oh
I'm the only one

Quavo
Yeah, yeah, Quavo
I'm the one that hit that same spot (hit it)
She the one that bring them rain drops (rain drops)
We go back, remember criss-cross and hopscotch? (hopscotch)
You the one that hold me down when the block's hot (hot)

I make your dreams come true when you wake up (dream)
And your look's just the same without no make-up
Had to pull up on your mama, see what you're made of (mama)
Ain't gotta worry 'bout them commas 'cause my cake up

You can run inside my life from that fame bus
'Cause I promise when we step out you'll be famous
Modern day Bonnie and Clyde what they named us
'Cause when we pull up (prr prr) all angles

Justin Bieber (DJ Khaled)
Yeah, you're lookin' at the truth
The money never lie, no
I'm the one, yeah, I'm the one
Early mornin' in the dawn
Know you wanna ride now (let's ride, let's ride)
I'm the one, yeah, I'm the one, yeah

And you sick of all those other imitators
Don't let the only real one intimidate ya
See you watchin', don't run outta time now
I'm the one, yeah

Oh-eh-oh-oh-oh, eh-oh
I'm the one
Oh-eh-oh-oh-oh, eh-oh
I'm the only one
Oh-eh-oh-oh-oh, eh-oh
I'm the one
Oh-eh-oh-oh-oh, eh-oh
I'm the only one

Chance
Okay, though
Uh, she beat her face up with that new Chanel
She like the price, she see the ice, it make her coochie melt
When I met her in the club I asked her who she felt
Then she went and put that booty on that Gucci belt, ha

We don't got no label
She say she want bottles, she ain't got no table
She don't got no bed frame, she don't got no tables
We just watchin' Netflix, she ain't got no cable, okay though

Plug, plug, plug, I'm the plug for her
She want a nigga that pull her hair and hold the door for her
Baby, that's only me, bitch, it okay with me
Baby, okay, okay though

Justin Bieber (DJ Khaled)
Yeah, you're lookin' at the truth
The money never lie, no
I'm the one, yeah, I'm the one
Early mornin' in the dawn
Know you wanna ride now (let's ride, let's ride)
I'm the one, yeah, I'm the one, yeah

And you sick of all those other imitators
Don't let the only real one intimidate ya
See you watchin', don't run outta time now
I'm the one, yeah

Oh-eh-oh-oh-oh, eh-oh
I'm the one
Oh-eh-oh-oh-oh, eh-oh
I'm the only one
Oh-eh-oh-oh-oh, eh-oh
I'm the one
Oh-eh-oh-oh-oh, eh-oh
I'm the only one

Li'l Wayne
Lookin' for the one? Well, bitch, you're lookin' at the one
I'm the best yet, and yet my best is yet to come
'Cause I've been lookin' for somebody
Not just any fuckin' body
Don't make me catch a body
That's for any and everybody

Oh my God! She hit me up all day, get no response
Bitch, you blow my high, that's like turnin' gold to bronze
Roll my eyes
And when she on the molly she a zombie
She think we Clyde and Bonnie
But it's more like Whitney / Bobby

God, forgive me
Tunechi F finessin', I'm a legend
Straight up out The Crescent
Fly your bae down for the Essence
For the record I knew Khaled when that boy was spinnin' records
Guilderberg gang winnin' record
I'm just flexin' on my exes, oh God

Justin Bieber (DJ Khaled)
Yeah, you're lookin' at the truth
The money never lie, no
I'm the one, yeah, I'm the one
Early mornin' in the dawn
Know you wanna ride now (let's ride, let's ride)
I'm the one, yeah, I'm the one, yeah

And you sick of all those other imitators
Don't let the only real one intimidate ya
See you watchin', don't run outta time now
I'm the one, yeah

Oh-eh-oh-oh-oh, eh-oh
I'm the one
Oh-eh-oh-oh-oh, eh-oh
I'm the only one
Oh-eh-oh-oh-oh, eh-oh
I'm the one
Oh-eh-oh-oh-oh, eh-oh
I'm the only one

Everybody (DJ Khaled)
(Another one)
Don't you know, girl, don't you know, girl
I am the one for you (I'm the one) yeah, I'm the one
Don't you know, girl, don't you know, girl
I am the one for you (I'm the one) yeah, I'm the one
Don't you know, girl, don't you know, girl
I am the one for you (I'm the one) yeah, I'm the one
Don't you know, girl, don't you know, girl
I am the one for you (I'm the one) yeah, I'm the one"
903,WizKid;Chris Brown,African Bad Gyal,-1
904,Pharrell Williams,Yellow Light - Despicable Me 3 Original Motion Picture Soundtrack,-1
905,Charli XCX;M?,3AM (Pull Up) (feat. M?),-1
906,Clean Bandit;Zara Larsson,Symphony (feat. Zara Larsson),"I've been hearing symphonies
Before all I heard was silence
A rhapsody for you and me
And every melody is timeless

Life was stringing me along
Then you came and you cut me loose
Was solo singing on my own
Now I can't find the key without you

And now your song is on repeat
And I'm dancin' on to your heartbeat
And when you're gone, I feel incomplete
So if you want the truth

I just wanna be part of your symphony
Will you hold me tight and not let go?
Symphony
Like a love song on the radio
Will you hold me tight and not let go?

I'm sorry if it's all too much
Every day you're here, I'm healing
And I was runnin' out of luck
I never thought I'd find this feeling

'Cause I've been hearing symphonies
Before all I heard was silence
A rhapsody for you and me
(A rhapsody for you and me)
And every melody is timeless

And now your song is on repeat
And I'm dancin' on to your heartbeat
And when you're gone, I feel incomplete
So if you want the truth

I just wanna be part of your symphony
Will you hold me tight and not let go?
Symphony
Like a love song on the radio
Will you hold me tight and not let go?

Ah, ah, ah, ah, ah, ah
Ah ah, ah
Ah, ah, ah, ah, ah, ah
Ah ah, ah

And now your song is on repeat
And I'm dancin' on to your heartbeat
And when you're gone, I feel incomplete
So if you want the truth
Oh, oh, oh

I just wanna be part of your symphony
Will you hold me tight and not let go?
Symphony
Like a love song on the radio
Symphony

Will you hold me tight and not let go?
Symphony
Like a love song on the radio
Will you hold me tight and not let go?"
907,G-Eazy;Kehlani,Good Life (with G-Eazy & Kehlani),-1
908,Maggie Lindemann,Pretty Girl,"I can swear, I can joke
I say what's on my mind
If I drink, if I smoke
I keep up with the guys
And you see me holding up my middlefinger to the world
Fact your ribbons and your pearls
'Cause I'm not just a pretty girl

I'm more than just a picture
I'm a daughter and a sister
Sometimes it's hard for me to show
That I'm more than just a rumor
Or a song on your computer
There's more to me than people know

Some days I'm broke, some days I'm rich
Some days I'm nice, some days I can be a beach
Some days I'm strong, some days I quit
I don't let it show, but I've been through some sheet

I can swear, I can joke
I say what's on my mind
If I drink, if I smoke
I keep up with the guys
And you see me holding up my middlefinger to the world
Fact your ribbons and your pearls
'Cause I'm not just a pretty girl

I'm more than just a number
I'm a hater, I'm a lover
Sometimes it's hard for me show
That I'm more than just a title
Or a comment going viral
There's more to me than people know

Some days I'm broke, some days I'm rich
Some days I'm nice, some days I can be a beach
Some days I'm strong, some days I quit
I don't let it show, but I've been through some sheet

I can swear, I can joke
I say what's on my mind
If I drink, if I smoke
I keep up with the guys
And you see me holding up my middlefinger to the world
Fact your ribbons and your pearls
'Cause I'm not just a pretty girl, I'm not just a pretty girl
I'm not just a pretty girl, no I'm not just a pretty girl

I can swear, I can joke
I say what's on my mind
If I drink, if I smoke
I keep up with the guys
And you see me holding up my middlefinger to the world
Fact your ribbons and your pearls
'Cause I'm not just a pretty girl, I'm not just a pretty girl
I'm not just a pretty girl, no I'm not just a pretty girl
I'm not just a pretty girl"
909,Tiggs Da Author;Lady Leshurr,Run,"I run away from fighting
But it made me stronger
You can call me pussy
Pussy is power, oh
Every time I let loose
I get in situations
I'm, sorry, Mr Officer
Don't take me to the station

Run, run, run, run, run
Run, run, run, run, run
Run, run, run, run, run
Run, run, run, run, run, whoa, papa, run

I'm just tryna be civil
Always caught up in the middle
Put my head inside the pillow
Till I'm feeling like bam bam bam bam
Bam chicka wow, head up in the clouds
Nothing in this life is ever bringing me down
She said don't you ever (ever, ever)
(Run from my love, but you still)

Run, run, run, run, run
Run, run, run, run, run
Run, run, run, run, run
Run, run, run, run, run, whoa, papa, run
Run, run, run, run, run
Run, run, run, run, run
Run, run, run, run, run
Run, run, run, run, run, whoa, papa, run

Me a go run, me a go run
And everybody knows that I am number one
We got the fire, we make it bun
I got the men a chasing me, I make them run, run, run, run
'Cause I be the one that walks on stage
And makes them say (yeah, yeah)
And I be the one that's travelling the world, it's no vacay (yeah, yeah)
I'm so unique, don't you see? Ocean deep, flow so sweet
And it's edible, it's edible, I'm so incredible, incredible

Run, run, run, run, run
Run, run, run, run, run
Run, run, run, run, run
Run, run, run, run, run, whoa, papa, run
Run, run, run, run, run
Run, run, run, run, run
Run, run, run, run, run
Run, run, run, run, run, whoa, papa, run

Whoa, papa, run
Whoa, papa, run
Whoa, papa, run
Whoa, papa, run
Whoa, papa, run
Whoa, papa, run
Whoa, papa, run
Whoa, papa, run"
910,Superfruit,Bad 4 Us,"I wanna give you my love
I wanna give you my love tonight
Come on, come on
But I've been thinking it over
And I remember the last time
I don't need another heartbreak or a headache

Why can't I take you off my mind?
(You're my knight in shining armour)
With you I've never felt more alive

This love could be bad for us
Bad for us
Bad for us
But I want it
Bad for us
Bad for us
Dangerous
But you want it too
And I'm ready if you are
Bad for us
Bad for us
Bad for us
So tell me why, boy
(Tell me, tell me why)
Nobody can make me feel the way you do
I get so shy, boy
(I get so shy)
And when we get home, get down
I don't wanna just be bad for us

Somehow it's never enough
Nobody's fillin' my cup like you do
Come fill me up
But I've been thinking it over
So let's forget all the others, babe
I just want another good night full of mistakes

Why can't I take you off my mind?
(Off my mind)
So wrong, so why does this feel so right?
(Feels so right)

This love could be bad for us
Bad for us
Bad for us
But I want it
Bad for us
Bad for us (bad for us)
Dangerous (dangerous)
But you want it too
And I'm ready if you are
(Ready)
Bad for us
Bad for us
Bad for us
(I wanna just be bad)
So tell me why, boy
(Tell me, tell me why)
Nobody can make me feel the way you do
I get so shy, boy
(I get so shy)
And when we get home, get down
I don't wanna just be bad for us
(Come on)

(What a cute boy!)

I wanna
I wanna
I wanna (I wanna)
I wanna just be bad
What is the matter, baby?
If we like all the rules we're breaking
Put on some old-school Britney
'Cause, baby, you got me crazy
(I wanna)
What is the matter, baby? (What is the matter, baby?)
If we like all the rules we're breaking
Put on some old-school Britney
'Cause, baby, you got me crazy

Get home, get down
I don't wanna just be

(Wanna be bad for us)
This love could be bad for us
Bad for us
Bad for us
But I want it
Bad for us (bad for us)
Bad for us (bad for us)
Dangerous (dangerous)
But you want it too
(Baby)
And I'm ready if you are
(I know you want it so bad)
Bad for us
Bad for us
Bad for us
So tell me why, boy (tell me why)
(Tell me, tell me why)
Nobody can make me feel the way you do
I get so shy, boy
(I get so shy)
And when we get home, get down
I don't wanna just be bad for us"
